name,num_nodes,num_edges,graph_density,status
hMOF-3443,426,892,0.0049,ok
hMOF-3444,639,1338,0.0033,ok
hMOF-3445,187,392,0.0113,ok
hMOF-3446,214,446,0.0098,ok
hMOF-3447,428,892,0.0049,ok
hMOF-3448,249,518,0.0084,ok
hMOF-3449,143,306,0.0151,ok
hMOF-345,226,496,0.0098,ok
hMOF-3450,286,612,0.0075,ok
hMOF-3451,429,918,0.005,ok
hMOF-3452,572,1224,0.0037,ok
hMOF-3453,121,260,0.0179,ok
hMOF-3454,242,520,0.0089,ok
hMOF-3455,363,780,0.0059,ok
hMOF-3456,139,298,0.0155,ok
hMOF-3457,278,596,0.0077,ok
hMOF-3458,417,894,0.0052,ok
hMOF-3459,556,1192,0.0039,ok
hMOF-346,339,744,0.0065,ok
hMOF-3460,143,306,0.0151,ok
hMOF-3461,286,612,0.0075,ok
hMOF-3462,145,310,0.0148,ok
hMOF-3463,290,620,0.0074,ok
hMOF-3464,435,930,0.0049,ok
hMOF-3465,225,508,0.0101,ok
hMOF-3466,225,498,0.0099,ok
hMOF-3467,110,238,0.0198,ok
hMOF-3468,220,476,0.0099,ok
hMOF-3469,330,714,0.0066,ok
hMOF-347,452,992,0.0049,ok
hMOF-3470,127,274,0.0171,ok
hMOF-3471,254,548,0.0085,ok
hMOF-3472,381,822,0.0057,ok
hMOF-3473,111,240,0.0197,ok
hMOF-3474,222,480,0.0098,ok
hMOF-3475,333,720,0.0065,ok
hMOF-3476,123,266,0.0177,ok
hMOF-3477,246,532,0.0088,ok
hMOF-3478,369,798,0.0059,ok
hMOF-3479,121,262,0.018,ok
hMOF-348,73,160,0.0304,ok
hMOF-3480,242,524,0.009,ok
hMOF-3481,363,786,0.006,ok
hMOF-3482,124,268,0.0176,ok
hMOF-3483,248,536,0.0088,ok
hMOF-3484,124,268,0.0176,ok
hMOF-3485,248,536,0.0088,ok
hMOF-3486,372,804,0.0058,ok
hMOF-3487,118,256,0.0185,ok
hMOF-3488,236,512,0.0092,ok
hMOF-3489,354,768,0.0061,ok
hMOF-349,146,320,0.0151,ok
hMOF-3490,107,232,0.0205,ok
hMOF-3491,214,464,0.0102,ok
hMOF-3492,113,244,0.0193,ok
hMOF-3493,226,488,0.0096,ok
hMOF-3494,182,392,0.0119,ok
hMOF-3495,364,784,0.0059,ok
hMOF-3496,187,394,0.0113,ok
hMOF-3497,374,788,0.0056,ok
hMOF-3498,73,162,0.0308,ok
hMOF-3499,146,324,0.0153,ok
hMOF-35,106,232,0.0208,ok
hMOF-350,73,160,0.0304,ok
hMOF-3500,219,486,0.0102,ok
hMOF-3501,73,162,0.0308,ok
hMOF-3502,146,324,0.0153,ok
hMOF-3503,219,486,0.0102,ok
hMOF-3504,73,162,0.0308,ok
hMOF-3505,81,178,0.0275,ok
hMOF-3506,162,356,0.0136,ok
hMOF-3507,73,162,0.0308,ok
hMOF-3508,146,324,0.0153,ok
hMOF-3509,73,162,0.0308,ok
hMOF-351,146,320,0.0151,ok
hMOF-3510,146,324,0.0153,ok
hMOF-3511,219,494,0.0103,ok
hMOF-3512,73,162,0.0308,ok
hMOF-3513,146,324,0.0153,ok
hMOF-3514,73,162,0.0308,ok
hMOF-3515,73,162,0.0308,ok
hMOF-3516,81,178,0.0275,ok
hMOF-3517,162,356,0.0136,ok
hMOF-3518,73,162,0.0308,ok
hMOF-3519,73,162,0.0308,ok
hMOF-352,73,162,0.0308,ok
hMOF-3520,146,324,0.0153,ok
hMOF-3521,73,164,0.0312,ok
hMOF-3522,73,162,0.0308,ok
hMOF-3523,73,164,0.0312,ok
hMOF-3524,81,178,0.0275,ok
hMOF-3525,162,356,0.0136,ok
hMOF-3526,94,204,0.0233,ok
hMOF-3527,103,222,0.0211,ok
hMOF-3528,109,234,0.0199,ok
hMOF-3529,115,246,0.0188,ok
hMOF-353,146,324,0.0153,ok
hMOF-3530,105,226,0.0207,ok
hMOF-3531,210,452,0.0103,ok
hMOF-3532,141,298,0.0151,ok
hMOF-3533,125,272,0.0175,ok
hMOF-3534,121,258,0.0178,ok
hMOF-3535,147,310,0.0144,ok
hMOF-3536,145,306,0.0147,ok
hMOF-3537,163,342,0.013,ok
hMOF-3538,163,348,0.0132,ok
hMOF-3539,190,398,0.0111,ok
hMOF-354,219,498,0.0104,ok
hMOF-3540,162,340,0.013,ok
hMOF-3541,99,214,0.0221,ok
hMOF-3542,93,202,0.0236,ok
hMOF-3543,85,186,0.0261,ok
hMOF-3544,103,222,0.0211,ok
hMOF-3545,89,194,0.0248,ok
hMOF-3546,143,316,0.0156,ok
hMOF-3547,83,182,0.0267,ok
hMOF-3548,166,364,0.0133,ok
hMOF-3549,93,202,0.0236,ok
hMOF-355,73,162,0.0308,ok
hMOF-3550,186,404,0.0117,ok
hMOF-3551,82,180,0.0271,ok
hMOF-3552,164,360,0.0135,ok
hMOF-3553,82,180,0.0271,ok
hMOF-3554,164,360,0.0135,ok
hMOF-3555,90,196,0.0245,ok
hMOF-3556,82,180,0.0271,ok
hMOF-3557,164,360,0.0135,ok
hMOF-3558,82,180,0.0271,ok
hMOF-3559,164,360,0.0135,ok
hMOF-356,146,324,0.0153,ok
hMOF-3560,92,200,0.0239,ok
hMOF-3561,184,400,0.0119,ok
hMOF-3562,91,198,0.0242,ok
hMOF-3563,182,396,0.012,ok
hMOF-3564,80,176,0.0278,ok
hMOF-3565,117,254,0.0187,ok
hMOF-3566,109,234,0.0199,ok
hMOF-3567,218,468,0.0099,ok
hMOF-3568,109,238,0.0202,ok
hMOF-3569,122,260,0.0176,ok
hMOF-357,73,160,0.0304,ok
hMOF-3570,108,234,0.0202,ok
hMOF-3571,150,316,0.0141,ok
hMOF-3572,165,346,0.0128,ok
hMOF-3573,173,364,0.0122,ok
hMOF-3574,49,110,0.0468,ok
hMOF-3575,98,220,0.0231,ok
hMOF-3576,147,330,0.0154,ok
hMOF-3577,49,108,0.0459,ok
hMOF-3578,98,216,0.0227,ok
hMOF-3579,147,324,0.0151,ok
hMOF-358,146,320,0.0151,ok
hMOF-3580,69,152,0.0324,ok
hMOF-3581,138,304,0.0161,ok
hMOF-3582,49,110,0.0468,ok
hMOF-3583,98,220,0.0231,ok
hMOF-3584,147,330,0.0154,ok
hMOF-3585,49,110,0.0468,ok
hMOF-3586,98,220,0.0231,ok
hMOF-3587,49,110,0.0468,ok
hMOF-3588,98,220,0.0231,ok
hMOF-3589,147,330,0.0154,ok
hMOF-359,73,160,0.0304,ok
hMOF-3590,49,110,0.0468,ok
hMOF-3591,98,220,0.0231,ok
hMOF-3592,147,330,0.0154,ok
hMOF-3593,89,194,0.0248,ok
hMOF-3594,178,388,0.0123,ok
hMOF-3595,267,582,0.0082,ok
hMOF-3596,356,788,0.0062,ok
hMOF-3597,49,110,0.0468,ok
hMOF-3598,98,220,0.0231,ok
hMOF-3599,147,330,0.0154,ok
hMOF-36,159,368,0.0146,ok
hMOF-360,146,320,0.0151,ok
hMOF-3600,49,110,0.0468,ok
hMOF-3601,98,220,0.0231,ok
hMOF-3602,147,330,0.0154,ok
hMOF-3603,49,110,0.0468,ok
hMOF-3604,98,220,0.0231,ok
hMOF-3605,49,110,0.0468,ok
hMOF-3606,98,220,0.0231,ok
hMOF-3607,49,110,0.0468,ok
hMOF-3608,98,220,0.0231,ok
hMOF-3609,147,330,0.0154,ok
hMOF-361,219,484,0.0101,ok
hMOF-3610,49,110,0.0468,ok
hMOF-3611,98,220,0.0231,ok
hMOF-3612,147,330,0.0154,ok
hMOF-3613,69,152,0.0324,ok
hMOF-3614,138,304,0.0161,ok
hMOF-3615,49,108,0.0459,ok
hMOF-3616,98,216,0.0227,ok
hMOF-3617,81,176,0.0272,ok
hMOF-3618,162,352,0.0135,ok
hMOF-3619,61,132,0.0361,ok
hMOF-362,113,256,0.0202,ok
hMOF-3620,122,264,0.0179,ok
hMOF-3621,183,396,0.0119,ok
hMOF-3622,61,134,0.0366,ok
hMOF-3623,122,268,0.0182,ok
hMOF-3624,58,128,0.0387,ok
hMOF-3625,116,256,0.0192,ok
hMOF-3626,174,384,0.0128,ok
hMOF-3627,96,206,0.0226,ok
hMOF-3628,67,146,0.033,ok
hMOF-3629,134,292,0.0164,ok
hMOF-363,226,512,0.0101,ok
hMOF-3630,73,158,0.0301,ok
hMOF-3631,73,158,0.0301,ok
hMOF-3632,111,236,0.0193,ok
hMOF-3633,111,242,0.0198,ok
hMOF-3634,141,302,0.0153,ok
hMOF-3635,67,146,0.033,ok
hMOF-3636,134,292,0.0164,ok
hMOF-3637,76,164,0.0288,ok
hMOF-3638,76,164,0.0288,ok
hMOF-3639,85,182,0.0255,ok
hMOF-364,339,768,0.0067,ok
hMOF-3640,81,176,0.0272,ok
hMOF-3641,162,352,0.0135,ok
hMOF-3642,57,126,0.0395,ok
hMOF-3643,114,252,0.0196,ok
hMOF-3644,55,122,0.0411,ok
hMOF-3645,110,244,0.0204,ok
hMOF-3646,59,130,0.038,ok
hMOF-3647,118,260,0.0188,ok
hMOF-3648,177,390,0.0125,ok
hMOF-3649,57,126,0.0395,ok
hMOF-365,452,1030,0.0051,ok
hMOF-3650,114,252,0.0196,ok
hMOF-3651,69,154,0.0328,ok
hMOF-3652,149,328,0.0149,ok
hMOF-3653,89,198,0.0253,ok
hMOF-3654,79,176,0.0286,ok
hMOF-3655,79,176,0.0286,ok
hMOF-3656,51,114,0.0447,ok
hMOF-3657,102,228,0.0221,ok
hMOF-3658,78,170,0.0283,ok
hMOF-3659,156,340,0.0141,ok
hMOF-366,73,162,0.0308,ok
hMOF-3660,73,160,0.0304,ok
hMOF-3661,146,320,0.0151,ok
hMOF-3662,78,170,0.0283,ok
hMOF-3663,156,340,0.0141,ok
hMOF-3664,52,116,0.0437,ok
hMOF-3665,104,232,0.0217,ok
hMOF-3666,156,348,0.0144,ok
hMOF-3667,76,166,0.0291,ok
hMOF-3668,152,332,0.0145,ok
hMOF-3669,51,114,0.0447,ok
hMOF-367,146,324,0.0153,ok
hMOF-3670,102,228,0.0221,ok
hMOF-3671,76,166,0.0291,ok
hMOF-3672,152,332,0.0145,ok
hMOF-3673,54,120,0.0419,ok
hMOF-3674,53,118,0.0428,ok
hMOF-3675,106,236,0.0212,ok
hMOF-3676,61,134,0.0366,ok
hMOF-3677,122,268,0.0182,ok
hMOF-3678,97,210,0.0226,ok
hMOF-3679,65,144,0.0346,ok
hMOF-368,219,506,0.0106,ok
hMOF-3680,130,288,0.0172,ok
hMOF-3681,101,216,0.0214,ok
hMOF-3682,61,134,0.0366,ok
hMOF-3683,122,268,0.0182,ok
hMOF-3684,56,124,0.0403,ok
hMOF-3685,112,248,0.0199,ok
hMOF-3686,70,152,0.0315,ok
hMOF-3687,84,180,0.0258,ok
hMOF-3688,132,278,0.0161,ok
hMOF-3689,70,152,0.0315,ok
hMOF-369,73,162,0.0308,ok
hMOF-3690,89,190,0.0243,ok
hMOF-3691,109,232,0.0197,ok
hMOF-3692,59,130,0.038,ok
hMOF-3693,79,170,0.0276,ok
hMOF-3694,139,292,0.0152,ok
hMOF-3695,73,162,0.0308,ok
hMOF-3696,146,324,0.0153,ok
hMOF-3697,219,486,0.0102,ok
hMOF-3698,292,648,0.0076,ok
hMOF-3699,73,160,0.0304,ok
hMOF-37,53,116,0.0421,ok
hMOF-370,146,326,0.0154,ok
hMOF-3700,146,320,0.0151,ok
hMOF-3701,219,480,0.0101,ok
hMOF-3702,292,640,0.0075,ok
hMOF-3703,81,178,0.0275,ok
hMOF-3704,162,356,0.0136,ok
hMOF-3705,243,534,0.0091,ok
hMOF-3706,324,712,0.0068,ok
hMOF-3707,81,176,0.0272,ok
hMOF-3708,162,352,0.0135,ok
hMOF-3709,243,528,0.009,ok
hMOF-371,73,160,0.0304,ok
hMOF-3710,324,704,0.0067,ok
hMOF-3711,81,178,0.0275,ok
hMOF-3712,162,356,0.0136,ok
hMOF-3713,243,534,0.0091,ok
hMOF-3714,324,712,0.0068,ok
hMOF-3715,73,162,0.0308,ok
hMOF-3716,146,324,0.0153,ok
hMOF-3717,219,486,0.0102,ok
hMOF-3718,292,648,0.0076,ok
hMOF-3719,73,162,0.0308,ok
hMOF-372,146,320,0.0151,ok
hMOF-3720,146,324,0.0153,ok
hMOF-3721,219,490,0.0103,ok
hMOF-3722,292,660,0.0078,ok
hMOF-3723,81,178,0.0275,ok
hMOF-3724,162,356,0.0136,ok
hMOF-3725,243,534,0.0091,ok
hMOF-3726,73,162,0.0308,ok
hMOF-3727,146,324,0.0153,ok
hMOF-3728,219,490,0.0103,ok
hMOF-3729,292,684,0.008,ok
hMOF-373,73,162,0.0308,ok
hMOF-3730,73,162,0.0308,ok
hMOF-3731,146,324,0.0153,ok
hMOF-3732,219,486,0.0102,ok
hMOF-3733,292,672,0.0079,ok
hMOF-3734,73,162,0.0308,ok
hMOF-3735,146,324,0.0153,ok
hMOF-3736,219,486,0.0102,ok
hMOF-3737,292,648,0.0076,ok
hMOF-3738,73,162,0.0308,ok
hMOF-3739,146,324,0.0153,ok
hMOF-374,146,330,0.0156,ok
hMOF-3740,219,486,0.0102,ok
hMOF-3741,292,660,0.0078,ok
hMOF-3742,73,162,0.0308,ok
hMOF-3743,146,324,0.0153,ok
hMOF-3744,219,486,0.0102,ok
hMOF-3745,292,660,0.0078,ok
hMOF-3746,73,160,0.0304,ok
hMOF-3747,146,320,0.0151,ok
hMOF-3748,219,480,0.0101,ok
hMOF-3749,292,640,0.0075,ok
hMOF-375,73,162,0.0308,ok
hMOF-3750,73,162,0.0308,ok
hMOF-3751,146,324,0.0153,ok
hMOF-3752,219,486,0.0102,ok
hMOF-3753,292,654,0.0077,ok
hMOF-3754,73,162,0.0308,ok
hMOF-3755,146,324,0.0153,ok
hMOF-3756,219,486,0.0102,ok
hMOF-3757,292,672,0.0079,ok
hMOF-3758,108,232,0.0201,ok
hMOF-3759,216,464,0.01,ok
hMOF-376,146,324,0.0153,ok
hMOF-3760,324,696,0.0067,ok
hMOF-3761,94,204,0.0233,ok
hMOF-3762,188,408,0.0116,ok
hMOF-3763,282,612,0.0077,ok
hMOF-3764,91,198,0.0242,ok
hMOF-3765,182,396,0.012,ok
hMOF-3766,94,204,0.0233,ok
hMOF-3767,188,408,0.0116,ok
hMOF-3768,116,248,0.0186,ok
hMOF-3769,232,496,0.0093,ok
hMOF-377,135,288,0.0159,ok
hMOF-3770,115,244,0.0186,ok
hMOF-3771,230,488,0.0093,ok
hMOF-3772,121,256,0.0176,ok
hMOF-3773,242,512,0.0088,ok
hMOF-3774,115,252,0.0192,ok
hMOF-3775,230,504,0.0096,ok
hMOF-3776,345,756,0.0064,ok
hMOF-3777,153,322,0.0138,ok
hMOF-3778,306,644,0.0069,ok
hMOF-3779,139,294,0.0153,ok
hMOF-378,270,576,0.0079,ok
hMOF-3780,278,588,0.0076,ok
hMOF-3781,417,882,0.0051,ok
hMOF-3782,145,306,0.0147,ok
hMOF-3783,290,612,0.0073,ok
hMOF-3784,136,288,0.0157,ok
hMOF-3785,272,576,0.0078,ok
hMOF-3786,163,342,0.013,ok
hMOF-3787,145,306,0.0147,ok
hMOF-3788,290,612,0.0073,ok
hMOF-3789,109,234,0.0199,ok
hMOF-379,405,864,0.0053,ok
hMOF-3790,218,468,0.0099,ok
hMOF-3791,85,186,0.0261,ok
hMOF-3792,170,372,0.0129,ok
hMOF-3793,91,196,0.0239,ok
hMOF-3794,182,392,0.0119,ok
hMOF-3795,273,588,0.0079,ok
hMOF-3796,81,178,0.0275,ok
hMOF-3797,162,356,0.0136,ok
hMOF-3798,243,534,0.0091,ok
hMOF-3799,87,190,0.0254,ok
hMOF-38,106,232,0.0208,ok
hMOF-380,106,226,0.0203,ok
hMOF-3800,174,380,0.0126,ok
hMOF-3801,95,206,0.0231,ok
hMOF-3802,190,412,0.0115,ok
hMOF-3803,285,618,0.0076,ok
hMOF-3804,143,316,0.0156,ok
hMOF-3805,181,398,0.0122,ok
hMOF-3806,143,316,0.0156,ok
hMOF-3807,183,404,0.0121,ok
hMOF-3808,366,808,0.006,ok
hMOF-3809,135,300,0.0166,ok
hMOF-381,212,452,0.0101,ok
hMOF-3810,80,176,0.0278,ok
hMOF-3811,160,352,0.0138,ok
hMOF-3812,240,528,0.0092,ok
hMOF-3813,69,150,0.032,ok
hMOF-3814,138,300,0.0159,ok
hMOF-3815,207,450,0.0106,ok
hMOF-3816,276,600,0.0079,ok
hMOF-3817,80,176,0.0278,ok
hMOF-3818,160,352,0.0138,ok
hMOF-3819,240,528,0.0092,ok
hMOF-382,135,288,0.0159,ok
hMOF-3820,83,182,0.0267,ok
hMOF-3821,166,364,0.0133,ok
hMOF-3822,249,546,0.0088,ok
hMOF-3823,81,178,0.0275,ok
hMOF-3824,162,356,0.0136,ok
hMOF-3825,243,534,0.0091,ok
hMOF-3826,91,198,0.0242,ok
hMOF-3827,182,396,0.012,ok
hMOF-3828,81,178,0.0275,ok
hMOF-3829,162,356,0.0136,ok
hMOF-383,270,576,0.0079,ok
hMOF-3830,243,534,0.0091,ok
hMOF-3831,78,170,0.0283,ok
hMOF-3832,156,340,0.0141,ok
hMOF-3833,234,510,0.0094,ok
hMOF-3834,312,680,0.007,ok
hMOF-3835,78,172,0.0286,ok
hMOF-3836,156,344,0.0142,ok
hMOF-3837,234,516,0.0095,ok
hMOF-3838,83,182,0.0267,ok
hMOF-3839,166,364,0.0133,ok
hMOF-384,106,226,0.0203,ok
hMOF-3840,249,546,0.0088,ok
hMOF-3841,113,244,0.0193,ok
hMOF-3842,226,488,0.0096,ok
hMOF-3843,339,732,0.0064,ok
hMOF-3844,101,216,0.0214,ok
hMOF-3845,202,432,0.0106,ok
hMOF-3846,117,252,0.0186,ok
hMOF-3847,234,504,0.0092,ok
hMOF-3848,109,240,0.0204,ok
hMOF-3849,218,480,0.0101,ok
hMOF-385,212,452,0.0101,ok
hMOF-3850,327,720,0.0068,ok
hMOF-3851,109,238,0.0202,ok
hMOF-3852,218,476,0.0101,ok
hMOF-3853,327,714,0.0067,ok
hMOF-3854,115,246,0.0188,ok
hMOF-3855,230,492,0.0093,ok
hMOF-3856,137,290,0.0156,ok
hMOF-3857,274,580,0.0078,ok
hMOF-3858,115,252,0.0192,ok
hMOF-3859,230,504,0.0096,ok
hMOF-386,103,220,0.0209,ok
hMOF-3860,115,244,0.0186,ok
hMOF-3861,230,488,0.0093,ok
hMOF-3862,143,302,0.0149,ok
hMOF-3863,113,244,0.0193,ok
hMOF-3864,226,488,0.0096,ok
hMOF-3865,153,322,0.0138,ok
hMOF-3866,115,244,0.0186,ok
hMOF-3867,123,264,0.0176,ok
hMOF-3868,153,330,0.0142,ok
hMOF-3869,89,194,0.0248,ok
hMOF-387,206,440,0.0104,ok
hMOF-3870,178,388,0.0123,ok
hMOF-3871,267,582,0.0082,ok
hMOF-3872,356,776,0.0061,ok
hMOF-3873,89,194,0.0248,ok
hMOF-3874,178,388,0.0123,ok
hMOF-3875,267,582,0.0082,ok
hMOF-3876,356,776,0.0061,ok
hMOF-3877,89,194,0.0248,ok
hMOF-3878,178,388,0.0123,ok
hMOF-3879,267,582,0.0082,ok
hMOF-388,115,244,0.0186,ok
hMOF-3880,356,776,0.0061,ok
hMOF-3881,89,194,0.0248,ok
hMOF-3882,178,388,0.0123,ok
hMOF-3883,267,582,0.0082,ok
hMOF-3884,356,776,0.0061,ok
hMOF-3885,89,194,0.0248,ok
hMOF-3886,178,388,0.0123,ok
hMOF-3887,267,582,0.0082,ok
hMOF-3888,356,776,0.0061,ok
hMOF-3889,89,194,0.0248,ok
hMOF-389,121,256,0.0176,ok
hMOF-3890,178,388,0.0123,ok
hMOF-3891,267,582,0.0082,ok
hMOF-3892,356,776,0.0061,ok
hMOF-3893,89,194,0.0248,ok
hMOF-3894,178,388,0.0123,ok
hMOF-3895,267,582,0.0082,ok
hMOF-3896,356,788,0.0062,ok
hMOF-3897,89,194,0.0248,ok
hMOF-3898,178,388,0.0123,ok
hMOF-3899,267,582,0.0082,ok
hMOF-39,159,348,0.0139,ok
hMOF-390,109,232,0.0197,ok
hMOF-3900,356,782,0.0062,ok
hMOF-3901,89,194,0.0248,ok
hMOF-3902,178,388,0.0123,ok
hMOF-3903,267,582,0.0082,ok
hMOF-3904,356,800,0.0063,ok
hMOF-3905,89,194,0.0248,ok
hMOF-3906,178,388,0.0123,ok
hMOF-3907,267,582,0.0082,ok
hMOF-3908,356,782,0.0062,ok
hMOF-3909,89,194,0.0248,ok
hMOF-391,127,268,0.0167,ok
hMOF-3910,178,388,0.0123,ok
hMOF-3911,267,582,0.0082,ok
hMOF-3912,356,794,0.0063,ok
hMOF-3913,89,194,0.0248,ok
hMOF-3914,178,388,0.0123,ok
hMOF-3915,267,582,0.0082,ok
hMOF-3916,356,830,0.0066,ok
hMOF-3917,89,194,0.0248,ok
hMOF-3918,178,388,0.0123,ok
hMOF-3919,267,582,0.0082,ok
hMOF-392,145,310,0.0148,ok
hMOF-3920,356,794,0.0063,ok
hMOF-3921,89,194,0.0248,ok
hMOF-3922,178,388,0.0123,ok
hMOF-3923,267,582,0.0082,ok
hMOF-3924,356,812,0.0064,ok
hMOF-3925,89,194,0.0248,ok
hMOF-3926,178,388,0.0123,ok
hMOF-3927,267,582,0.0082,ok
hMOF-3928,356,788,0.0062,ok
hMOF-3929,89,194,0.0248,ok
hMOF-393,127,272,0.017,ok
hMOF-3930,178,388,0.0123,ok
hMOF-3931,267,586,0.0083,ok
hMOF-3932,356,812,0.0064,ok
hMOF-3933,119,254,0.0181,ok
hMOF-3934,238,508,0.009,ok
hMOF-3935,357,762,0.006,ok
hMOF-3936,476,1016,0.0045,ok
hMOF-3937,125,266,0.0172,ok
hMOF-3938,250,532,0.0085,ok
hMOF-3939,375,798,0.0057,ok
hMOF-394,254,544,0.0085,ok
hMOF-3940,500,1064,0.0043,ok
hMOF-3941,119,254,0.0181,ok
hMOF-3942,238,508,0.009,ok
hMOF-3943,357,762,0.006,ok
hMOF-3944,476,1016,0.0045,ok
hMOF-3945,119,254,0.0181,ok
hMOF-3946,238,508,0.009,ok
hMOF-3947,357,762,0.006,ok
hMOF-3948,125,266,0.0172,ok
hMOF-3949,250,532,0.0085,ok
hMOF-395,89,192,0.0245,ok
hMOF-3950,375,798,0.0057,ok
hMOF-3951,149,314,0.0142,ok
hMOF-3952,298,628,0.0071,ok
hMOF-3953,447,942,0.0047,ok
hMOF-3954,155,332,0.0139,ok
hMOF-3955,310,664,0.0069,ok
hMOF-3956,155,326,0.0137,ok
hMOF-3957,310,652,0.0068,ok
hMOF-3958,161,344,0.0134,ok
hMOF-3959,322,688,0.0067,ok
hMOF-396,178,384,0.0122,ok
hMOF-3960,179,386,0.0121,ok
hMOF-3961,358,772,0.006,ok
hMOF-3962,188,392,0.0112,ok
hMOF-3963,376,784,0.0056,ok
hMOF-3964,161,340,0.0132,ok
hMOF-3965,322,680,0.0066,ok
hMOF-3966,233,482,0.0089,ok
hMOF-3967,197,410,0.0106,ok
hMOF-3968,197,410,0.0106,ok
hMOF-3969,394,820,0.0053,ok
hMOF-397,145,312,0.0149,ok
hMOF-3970,107,230,0.0203,ok
hMOF-3971,214,460,0.0101,ok
hMOF-3972,321,690,0.0067,ok
hMOF-3973,107,230,0.0203,ok
hMOF-3974,214,460,0.0101,ok
hMOF-3975,321,690,0.0067,ok
hMOF-3976,115,246,0.0188,ok
hMOF-3977,230,492,0.0093,ok
hMOF-3978,113,242,0.0191,ok
hMOF-3979,226,484,0.0095,ok
hMOF-398,290,624,0.0074,ok
hMOF-3980,339,726,0.0063,ok
hMOF-3981,452,974,0.0048,ok
hMOF-3982,107,230,0.0203,ok
hMOF-3983,214,460,0.0101,ok
hMOF-3984,321,690,0.0067,ok
hMOF-3985,189,414,0.0117,ok
hMOF-3986,169,370,0.013,ok
hMOF-3987,338,740,0.0065,ok
hMOF-3988,189,414,0.0117,ok
hMOF-3989,378,828,0.0058,ok
hMOF-399,435,936,0.005,ok
hMOF-3990,189,414,0.0117,ok
hMOF-3991,149,326,0.0148,ok
hMOF-3992,298,652,0.0074,ok
hMOF-3993,103,222,0.0211,ok
hMOF-3994,206,444,0.0105,ok
hMOF-3995,309,666,0.007,ok
hMOF-3996,103,222,0.0211,ok
hMOF-3997,206,444,0.0105,ok
hMOF-3998,309,666,0.007,ok
hMOF-3999,99,214,0.0221,ok
hMOF-4,106,232,0.0208,ok
hMOF-40,53,116,0.0421,ok
hMOF-400,580,1248,0.0037,ok
hMOF-4000,198,428,0.011,ok
hMOF-4001,297,642,0.0073,ok
hMOF-4002,98,212,0.0223,ok
hMOF-4003,196,424,0.0111,ok
hMOF-4004,294,636,0.0074,ok
hMOF-4005,100,216,0.0218,ok
hMOF-4006,200,432,0.0109,ok
hMOF-4007,300,648,0.0072,ok
hMOF-4008,400,864,0.0054,ok
hMOF-4009,102,220,0.0214,ok
hMOF-401,95,204,0.0228,ok
hMOF-4010,204,440,0.0106,ok
hMOF-4011,306,660,0.0071,ok
hMOF-4012,99,214,0.0221,ok
hMOF-4013,198,428,0.011,ok
hMOF-4014,297,646,0.0073,ok
hMOF-4015,100,216,0.0218,ok
hMOF-4016,200,432,0.0109,ok
hMOF-4017,300,648,0.0072,ok
hMOF-4018,101,218,0.0216,ok
hMOF-4019,202,436,0.0107,ok
hMOF-402,190,408,0.0114,ok
hMOF-4020,303,658,0.0072,ok
hMOF-4021,100,216,0.0218,ok
hMOF-4022,200,432,0.0109,ok
hMOF-4023,300,648,0.0072,ok
hMOF-4024,141,302,0.0153,ok
hMOF-4025,282,604,0.0076,ok
hMOF-4026,137,290,0.0156,ok
hMOF-4027,274,580,0.0078,ok
hMOF-4028,411,870,0.0052,ok
hMOF-4029,133,284,0.0162,ok
hMOF-403,95,204,0.0228,ok
hMOF-4030,266,568,0.0081,ok
hMOF-4031,399,852,0.0054,ok
hMOF-4032,133,284,0.0162,ok
hMOF-4033,266,568,0.0081,ok
hMOF-4034,137,292,0.0157,ok
hMOF-4035,274,584,0.0078,ok
hMOF-4036,187,408,0.0117,ok
hMOF-4037,374,816,0.0058,ok
hMOF-4038,187,398,0.0114,ok
hMOF-4039,374,796,0.0057,ok
hMOF-404,123,272,0.0181,ok
hMOF-4040,187,390,0.0112,ok
hMOF-4041,187,390,0.0112,ok
hMOF-4042,374,780,0.0056,ok
hMOF-4043,159,334,0.0133,ok
hMOF-4044,169,354,0.0125,ok
hMOF-4045,338,708,0.0062,ok
hMOF-4046,209,436,0.01,ok
hMOF-4047,418,872,0.005,ok
hMOF-4048,189,394,0.0111,ok
hMOF-4049,378,788,0.0055,ok
hMOF-405,163,362,0.0137,ok
hMOF-4050,209,440,0.0101,ok
hMOF-4051,418,880,0.005,ok
hMOF-4052,89,194,0.0248,ok
hMOF-4053,178,388,0.0123,ok
hMOF-4054,267,582,0.0082,ok
hMOF-4055,89,194,0.0248,ok
hMOF-4056,178,388,0.0123,ok
hMOF-4057,267,582,0.0082,ok
hMOF-4058,356,776,0.0061,ok
hMOF-4059,89,194,0.0248,ok
hMOF-406,103,224,0.0213,ok
hMOF-4060,178,388,0.0123,ok
hMOF-4061,267,582,0.0082,ok
hMOF-4062,356,776,0.0061,ok
hMOF-4063,89,194,0.0248,ok
hMOF-4064,178,388,0.0123,ok
hMOF-4065,267,582,0.0082,ok
hMOF-4066,356,776,0.0061,ok
hMOF-4067,89,194,0.0248,ok
hMOF-4068,178,388,0.0123,ok
hMOF-4069,267,582,0.0082,ok
hMOF-407,206,448,0.0106,ok
hMOF-4070,89,194,0.0248,ok
hMOF-4071,178,388,0.0123,ok
hMOF-4072,267,582,0.0082,ok
hMOF-4073,356,776,0.0061,ok
hMOF-4074,89,194,0.0248,ok
hMOF-4075,178,388,0.0123,ok
